@relation cleaned_data

@attribute Instance_number numeric
@attribute price numeric
@attribute retail_price numeric
@attribute units_sold numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_size_id numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute pink numeric
@attribute green numeric
@attribute black numeric
@attribute yellow numeric
@attribute brown numeric
@attribute grey numeric
@attribute red numeric
@attribute beige numeric
@attribute orange numeric
@attribute gray numeric
@attribute white numeric
@attribute blue numeric
@attribute purple numeric
@attribute multicolor numeric

@data
286,12.1,14,20000,1,3.76,8029,3689,1502,1160,592,1086,0,0,0,0,2,19,2,0,43,50,17760,4.137106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,5.291,5,100,1,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,1,5,1,0,47,50,6,4.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,12.1,38,5000,0,3.91,1433,699,283,211,102,138,0,0,0,0,2,50,2,0,63,50,30225,4.267891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,14.3,11,5000,1,3.88,1224,569,278,175,67,135,0,0,0,0,5,34,3,0,19,50,56745,3.981073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,8.8,47,100,1,4.33,110,69,23,7,7,4,1,0,1,0,2,50,2,0,43,50,1032,4.577519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,8.8,11,10000,1,4.28,3345,2045,648,354,127,171,1,0,1,0,2,50,3,0,36,50,20169,4.258516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,12.1,10,100,1,3.5,10,4,2,0,3,1,0,0,0,0,2,49,3,0,30,50,12919,4.02446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,7.7,17,10,0,5,2,2,0,0,0,0,0,0,0,0,8,2,2,0,21,50,46,3.608696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,12.1,50,100,1,3,9,2,1,3,1,2,0,0,0,0,2,50,3,0,36,50,17,2.941176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295,6.6,11,1000,0,4.11,76,44,11,11,5,5,0,0,0,0,2,50,2,0,43,50,54504,3.801684,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
296,20.9,105,20000,1,4.4,3787,2541,673,309,73,191,2,1,1,0,8,50,6,0,57,50,295161,4.329949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,6.292,9,100,0,2.5,4,1,0,0,2,1,0,0,0,0,1,5,1,0,33,50,1373,3.89949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,5.5,28,5000,1,3.29,1530,517,255,256,153,349,0,0,0,0,8,1,2,0,26,50,4435,3.696054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,12.1,26,5000,1,4.04,1571,867,275,190,99,140,0,0,0,0,3,50,3,0,46,50,47476,4.465351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,6.446,5,1000,0,3.73,150,71,23,23,11,22,0,0,0,0,1,6,1,0,30,50,9308,3.993017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,8.8,25,5000,0,4,32,19,5,1,3,4,0,0,0,0,1,50,3,0,43,50,13127,4.123943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,6.6,23,1000,1,3.94,251,120,53,41,18,19,0,0,0,0,2,50,2,0,54,50,6457,3.97042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,15.4,139,10000,1,4.26,2107,1334,348,206,86,133,1,0,1,0,2,50,4,0,44,50,20387,4.193457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,13.2,11,100,1,3,6,2,0,2,0,2,0,0,0,0,8,10,3,0,25,50,366,3.97541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,6.6,6,10000,1,3.96,661,337,124,98,38,64,0,0,0,0,2,50,2,0,35,50,14095,4.089677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306,6.6,6,20000,1,3.71,2706,1095,597,464,222,328,0,0,0,0,8,49,2,0,38,50,6714,4.07328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,9.9,26,10000,1,3.78,2090,892,440,379,168,211,0,0,0,0,2,50,3,0,40,50,839882,4.10376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,6.6,6,10000,0,4.34,1669,1032,341,185,57,54,0,0,0,0,2,50,2,0,49,50,2736,4.32383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,8.8,42,1000,0,3.5,409,158,67,74,41,69,0,0,0,0,2,50,3,0,41,50,8433,3.875963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,8.8,9,1000,1,3.95,63,32,12,10,2,7,0,0,0,0,2,50,3,0,41,50,36913,3.949422,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,13.2,11,1000,0,3.94,841,418,166,119,63,75,0,0,0,0,2,50,3,0,17,50,5264,4.032865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,12.1,30,100,1,4.11,28,17,4,3,1,3,2,1,0,1,8,2,3,0,45,50,9541,4.21046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,8.8,17,5000,1,3.94,787,394,156,104,60,73,0,0,0,0,3,50,2,0,43,50,2700,4.046296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,8.8,22,1000,0,3.74,638,266,135,119,41,77,0,0,0,0,2,50,2,0,44,50,9034,4.191167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,6.6,6,5000,1,4.13,616,341,125,74,39,37,0,0,0,0,1,1,2,0,18,50,15436,4.040555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,17.6,14,5000,1,3.34,687,251,106,108,70,152,0,0,0,0,8,20,4,0,26,50,2363,3.853576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,14.3,30,20000,0,2.93,3421,863,469,621,510,958,0,0,0,0,3,50,3,0,45,50,200089,4.096667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,17.6,14,10000,0,4.34,3075,1974,581,275,91,154,1,0,1,0,1,50,4,0,47,50,17621,4.301175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,12.1,10,20000,1,3.7,2682,1194,480,401,223,384,0,0,0,0,4,50,3,0,35,50,12974,3.965701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,4.323,24,100,0,3.54,57,24,10,5,9,9,0,0,0,0,1,2,1,0,28,50,2399,4.213422,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,17.6,14,10000,0,3.74,3079,1311,663,461,291,353,0,0,0,0,2,50,4,0,46,50,78616,4.310433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,24.2,159,1000,0,4.04,235,127,49,26,7,26,0,0,0,0,2,50,5,0,80,50,541,4.097967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,12.1,54,1000,1,3.93,90,42,21,13,7,7,0,0,0,0,2,36,2,0,29,50,11401,4.093588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,8.8,7,5000,1,4.1,1512,845,294,179,72,122,0,0,0,0,2,50,3,0,43,50,92005,4.316244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8.8,13,10000,0,3.99,2753,1428,522,385,171,247,0,0,0,0,2,50,3,0,44,50,33148,3.975624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326,4.4,4,100,0,4.13,24,13,6,2,1,2,0,0,0,0,2,50,1,0,127,50,4572,3.937227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,5.5,5,10000,0,3.94,2557,1228,552,394,165,218,0,0,0,0,2,10,1,0,48,50,32168,3.884544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,7.7,6,5000,1,3.63,601,245,102,121,55,78,0,0,0,0,2,50,2,0,41,50,12033,4.024765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329,9.9,32,1000,0,4.15,567,323,116,58,28,42,0,0,0,0,3,50,3,0,41,50,9395,4.110059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330,7.7,6,100,1,3.81,21,8,4,6,3,0,0,0,0,0,8,3,2,0,49,50,44,3.772727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,6.49,5,5000,1,3.5,425,158,75,79,46,67,0,0,0,0,8,50,2,0,58,50,6357,4.254208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
332,8.8,7,1000,0,4.11,439,252,76,55,19,37,0,0,0,0,1,50,2,0,31,50,14298,4.260596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,9.9,9,1000,0,4.2,300,188,51,20,15,26,0,0,0,0,2,30,3,0,40,50,82219,3.590083,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
334,12.1,10,100,0,3.29,38,13,5,8,4,8,0,0,0,0,8,50,3,0,80,50,168,3.732143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
335,3.3,3,50000,0,3.81,11408,5065,2342,1964,890,1147,0,0,0,0,2,50,1,0,38,50,151249,4.049157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,8.8,7,100,1,4.57,7,5,1,1,0,0,0,0,0,0,1,2,3,0,37,50,610,3.814754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,6.38,8,100,1,3.83,6,3,1,1,0,1,0,0,0,0,1,1,1,0,43,50,16741,3.920853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,8.8,7,1000,0,3.4,94,34,14,18,12,16,0,0,0,0,2,50,3,0,37,50,5281,4.023291,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,8.8,7,1000,0,4.05,152,76,39,18,6,13,0,0,0,0,1,50,2,0,24,50,466,3.892704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
340,12.1,10,1000,1,4.1,413,238,75,43,19,38,1,1,0,0,1,50,3,0,29,50,17922,4.380203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,8.8,7,10,1,4.5,2,1,1,0,0,0,0,0,0,0,8,50,2,0,33,50,173992,4.326463,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
342,17.6,106,100,0,4.07,76,38,21,5,8,4,0,0,0,0,3,50,5,0,40,50,15551,4.233683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,13.2,17,5000,0,3.94,387,189,76,67,21,34,0,0,0,0,2,50,3,0,43,50,1288,3.978261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,14.3,43,1000,0,4.31,65,44,7,8,2,4,1,0,1,0,2,50,3,0,40,50,6256,4.101183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,12.1,59,100,1,4.33,3,2,0,1,0,0,0,0,0,0,2,50,3,0,41,50,38258,3.955434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346,6.259,10,1000,0,3.74,76,30,17,15,7,7,0,0,0,0,1,3,2,0,20,50,161,4.074534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
347,9.9,9,1000,0,3.37,238,86,40,37,26,49,0,0,0,0,1,13,3,0,41,50,28694,3.893845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,6.6,6,100,0,3.4,5,2,0,2,0,1,0,0,0,0,1,50,2,0,14,50,112,3.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,5.5,25,1000,0,3.64,44,15,11,11,1,6,0,0,0,0,8,50,2,0,43,50,13979,3.870735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,3.19,3,100,1,3.89,19,9,5,1,2,2,0,0,0,0,1,6,1,0,139,50,163,4.190184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,13.2,48,1000,1,3.98,131,64,29,21,6,11,0,0,0,0,2,50,3,0,43,50,42919,4.105967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,8.8,33,10,0,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,2,50,2,0,25,50,1496,4.169786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,9.9,135,100,0,3.55,33,10,10,5,4,4,0,0,0,0,2,50,3,0,39,50,9940,4.048994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,6.6,29,5000,0,3.71,615,309,86,60,55,105,0,0,0,0,8,7,2,0,42,50,1998,4.069069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,12.1,10,100,1,3.96,25,17,0,2,2,4,2,1,1,0,1,50,2,0,27,50,794,4.277078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,8.8,21,100,0,4.06,36,20,6,5,2,3,1,0,1,0,3,50,2,0,48,50,5781,4.274866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,8.8,7,20000,0,4.05,8904,4640,1964,1121,493,686,0,0,0,0,2,50,2,0,31,50,19221,4.168097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,9.9,8,5000,0,3.47,593,233,97,95,53,115,0,0,0,0,2,50,3,0,32,50,1821,3.981329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,13.2,11,1000,0,3.82,428,189,101,59,30,49,0,0,0,0,2,50,3,0,41,50,18831,3.978865,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,8.8,7,100,0,3.43,23,9,4,2,4,4,0,0,0,0,2,50,2,0,43,50,24132,4.130946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
361,13.2,11,100,1,3.28,40,10,11,8,2,9,0,0,0,0,8,50,3,0,38,50,7936,3.964592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,9.9,8,5000,0,4.28,1120,698,205,108,47,62,1,0,1,0,2,50,3,0,39,50,24564,3.92888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,7.7,6,100,0,3.95,65,30,17,10,1,7,0,0,0,0,1,50,2,0,40,50,1047,3.956065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,12.1,50,20000,0,4.22,2878,1646,632,324,126,150,1,0,1,0,3,50,3,0,43,50,36361,3.96752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,12.1,10,10000,0,3.75,1717,745,349,274,145,204,0,0,0,0,2,50,3,0,23,50,190918,4.235887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,12.1,10,20000,1,4.07,3070,1635,642,392,177,224,0,0,0,0,4,50,2,0,35,50,12974,3.965701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,13.2,11,1000,1,3.76,899,390,198,130,65,116,0,0,0,0,2,20,3,0,43,50,1990,4.046734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,9.9,38,1000,0,4.52,312,216,64,16,9,7,1,0,1,0,2,50,3,0,55,50,27740,4.380173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369,16.5,13,5000,1,3.73,1072,467,220,163,73,149,0,0,0,0,2,50,4,0,28,50,24095,3.818635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,2.2,26,10000,1,4.36,2942,1898,509,334,101,100,1,0,1,0,8,50,1,0,118,50,21012,4.189844,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,22,17,100,1,3.2,60,22,7,9,5,17,0,0,0,0,8,50,6,0,36,50,64,3.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,7.7,22,100000,1,3.82,11913,5355,2430,1974,960,1194,0,0,0,0,2,50,2,0,46,50,320031,4.218866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,3.3,3,100,1,3.63,8,4,1,1,0,2,0,0,0,0,8,3,1,0,26,50,1086,4.056169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,15.4,13,5000,0,4.16,2082,1201,398,241,94,148,0,0,0,0,2,50,3,0,31,50,5841,4.217771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,15.4,26,5000,0,4.12,437,251,80,47,24,35,0,0,0,0,2,50,3,0,43,50,4220,4.109953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,4.4,4,5000,1,4.28,1754,1064,353,184,65,88,1,0,1,0,1,4,1,0,18,50,15538,4.156198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,6.6,13,20000,1,3.85,1124,572,183,153,62,154,0,0,0,0,2,50,2,0,40,50,15076,4.084969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378,8.8,7,100,0,3.14,29,9,4,6,2,8,0,0,0,0,1,5,2,0,32,50,89,4.067416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,6.6,6,1000,0,4.17,505,295,108,36,23,43,0,0,0,0,1,9,2,0,37,50,2996,4.348798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,12.1,10,1000,1,3.69,113,55,16,14,8,20,0,0,0,0,1,10,3,0,20,50,1403,3.895937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,9.9,8,10000,0,4.03,3024,1491,717,430,178,208,0,0,0,0,3,50,3,0,38,50,4295,4.208615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,5.5,8,1000,1,3.06,31,9,5,5,3,9,0,0,0,0,8,1,1,0,40,50,8484,3.995167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,15.4,12,1000,0,4.26,429,262,81,46,14,26,1,0,1,0,2,50,3,0,22,50,1178,4.22326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,4.4,4,10000,1,3.45,1412,504,299,211,129,269,0,0,0,0,8,46,1,0,45,50,21412,4.149262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,2.981,3,20000,0,4.03,7022,3502,1523,1145,416,436,0,0,0,0,2,50,1,0,38,50,151249,4.049157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,15.4,107,1000,1,4.38,425,299,54,31,17,24,1,0,1,0,3,50,4,0,10,50,27175,3.966035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,8.8,7,1000,0,3.6,141,64,22,19,7,29,0,0,0,0,2,50,3,0,24,50,3771,3.881464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,7.7,7,10,1,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,1,50,2,0,22,50,193,4.062176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
389,6.424,56,100,0,3.28,36,11,4,11,4,6,0,0,0,0,2,50,1,0,43,50,40943,4.017488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,8.8,7,50,0,3.88,8,5,1,0,0,2,0,0,0,0,1,1,2,0,25,50,334,3.736527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,6.314,5,100,1,3.38,58,24,6,11,2,15,0,0,0,0,1,1,2,0,30,50,66644,4.137582,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,9.9,8,1000,1,4.24,192,120,32,19,9,12,2,1,1,0,1,50,3,0,28,50,794,4.298489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,9.9,13,5000,1,3.75,1017,431,207,185,78,116,0,0,0,0,8,50,3,0,36,50,2359,4.058499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394,15.4,76,100,0,4.06,31,17,4,6,3,1,0,0,0,0,2,50,4,0,36,50,51369,3.968269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,9.9,8,10000,1,3.91,3101,1506,654,417,217,307,0,0,0,0,2,7,3,0,41,50,12004,4.079224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,4.158,4,1000,1,3.35,79,30,13,11,5,20,0,0,0,0,1,1,1,0,38,50,105015,3.789601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,6.358,22,5000,0,3.6,687,287,128,92,68,112,0,0,0,0,2,50,2,0,33,50,5534,3.999819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
398,16.5,13,10,0,4,4,2,1,0,1,0,0,0,0,0,2,50,4,0,42,50,331,4.021148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,5.5,5,10000,1,3.82,3208,1467,607,558,241,335,1,1,0,0,2,50,1,0,63,50,27055,4.151395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,17.6,14,100,0,4,11,5,3,2,0,1,0,0,0,0,8,50,5,0,26,50,3588,4.148272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,8.8,7,50,0,4,8,4,2,1,0,1,0,0,0,0,1,50,3,0,36,50,2283,4.127902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,3.3,3,100,0,3.4,15,5,3,2,3,2,0,0,0,0,1,3,1,0,36,50,268,3.891791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
